GlobalID	registeringsdato	klokkeslett_start	ano_flate_id	ano_punkt_id	ssb_id	program	instruks	aar	dataansvarlig_mdir	dataeier	vaer	hovedoekosystem_punkt	andel_hovedoekosystem_punkt	utilgjengelig_punkt	utilgjengelig_begrunnelse	gps	noeyaktighet	kommentar_posisjon	klokkeslett_karplanter_start	art_alle_registrert	karplanter_dekning	klokkeslett_karplanter_slutt	karplanter_feltsjikt	moser_dekning	torvmoser_dekning	lav_dekning	stroe_dekning	jord_grus_stein_berg_dekning	stubber_kvister_dekning	alger_fjell_dekning	kommentar_ruteanalyse	fastmerker	kommentar_fastmerker	kartleggingsenhet_1m2	hovedtype_1m2	ke_beskrivelse_1m2	kartleggingsenhet_250m2	hovedtype_250m2	ke_beskrivelse_250m2	andel_kartleggingsenhet_250m2	groeftingsintensitet	bruksintensitet	beitetrykk	slatteintensitet	tungekjoretoy	slitasje	forekomst_ntyp	ntyp	kommentar_naturtyperegistering	side_5_note	krypende_vier_dekning	ikke_krypende_vier_dekning	vedplanter_total_dekning	busker_dekning	tresjikt_dekning	treslag_registrert	roesslyng_dekning	roesslyngblad	pa_dekning	pa_note	pa_registrert	fa_total_dekning	fa_registrert	kommentar_250m2_flate	klokkeslett_slutt	vedlegg_url	creator	creationdate	editor	editdate	hovedtype_rute	Light1	Light2	Moist1	Moist2	pH1	pH2	Nitrogen1	Nitrogen2
{CCC71FF7-57C6-468E-889E-63B290A3C086}	2019-09-02 11:59:59	12:12	ANO0006	ANO0006_13	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	opphold	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	80.6	NA	NA	97	96	0	3	0	NA	NA	NA	NA	NA	V3-C-2	Nedbørsmyr	ombrotrof myrkant	NA	NA	NA	NA	1	1	NA	1	0	0	nei	NA	ANO-flaten består av V3-C2 Ombrotrof myrkant.	NA	0	1	3	3	20	NA	NA	NA	NA	NA	NA	0	NA	Noen partier med minerogen myrkant, V1-C6	13:02	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/ccc71ff7-57c6-468e-889e-63b290a3c086	heimyk_miljodirektoratet	2019-09-05 14:47:01	heimyk_miljodirektoratet	2019-09-05 14:47:01	V3	NA	0.800354069201167	NA	0.672082116746407	0.681310261638434	NA	0.721671955842585	NA
{6E325FD4-CDD9-486E-92B9-E941289BD61D}	2019-09-02 11:59:59	13:18	ANO0006	ANO0006_15	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	opphold	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	96.1	NA	NA	40	35	0	60	0	NA	NA	NA	NA	NA	V3-C-2	Nedbørsmyr	ombrotrof myrkant	NA	NA	NA	NA	1	1	NA	1	1	0	nei	NA	ANO-flaten består av partier med V3-C2 ombrotrof myrkant og V1-C-1 Svært og temmelig kalkfattige myrflater. Kjørespor i flata.	NA	0	4	6	8	25	NA	NA	NA	NA	NA	NA	0	NA	0
	13:44	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/6e325fd4-cdd9-486e-92b9-e941289bd61d	heimyk_miljodirektoratet	2019-09-05 14:47:34	heimyk_miljodirektoratet	2019-09-05 14:47:34	V3	NA	0.761019722170409	0.523275117635656	NA	0.877633336846728	NA	NA	0.85638225281789
{387D0E15-EB32-4080-B750-18BB08006EF4}	2019-09-02 11:59:59	14:03	ANO0006	ANO0006_24	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	overskyet	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	56.1	NA	NA	97	96.5	0	3	0	NA	NA	NA	NA	NA	V3-C-2	Nedbørsmyr	ombrotrof myrkant	NA	NA	NA	NA	1	1	NA	1	0	0	nei	NA	ANO-flaten består av V3-C2 Ombrotrof myrkant og V1-C-1 Svært og temmelig kalkfattige myrflater.	NA	0	0	2	3	1	NA	NA	NA	NA	NA	NA	0	NA	NA	14:30	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/387d0e15-eb32-4080-b750-18bb08006ef4	heimyk_miljodirektoratet	2019-09-05 14:47:56	heimyk_miljodirektoratet	2019-09-05 14:47:56	V3	NA	0.821809559560749	0.991022183996096	NA	0.621558142741552	NA	0.667344546399973	NA
{B1B3BE64-D329-40E0-B8F7-AF3093120824}	2019-09-02 11:59:59	14:49	ANO0006	ANO0006_44	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	opphold	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	45	18	10	45	0	NA	NA	NA	NA	NA	V3-C-2	Nedbørsmyr	ombrotrof myrkant	NA	NA	NA	NA	1	1	NA	1	0	0	nei	NA	Kvadratmeterruta ligger helt i myrkanten inn mot skog, derfor blir halvparten av 250 m skog, type T4-C9 og C5; mest C-5	NA	0	0	3	2	7	NA	NA	NA	NA	NA	NA	0	NA	NA	15:29	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/b1b3be64-d329-40e0-b8f7-af3093120824	liting_miljodirektoratet	2019-09-10 20:48:44	liting_miljodirektoratet	2019-09-10 20:48:44	V3	NA	0.856369162382175	0.620413954086004	NA	0.571074120603015	NA	0.384980988593156	NA
{01231911-0876-0101-2ABC-000000001063}	2018-08-13 02:00:00	NA	ANO0006	ANO0006_11	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V1-C-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/01231911-0876-0101-2abc-000000001063	liting_miljodirektoratet	NA	liting_miljodirektoratet	NA	V1	NA	NA	NA	NA	NA	NA	NA	NA
{01231911-0876-0101-2ABC-000000001067}	2018-08-13 11:59:59	NA	ANO0006	ANO0006_51	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V1-C-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/01231911-0876-0101-2abc-000000001067	liting_miljodirektoratet	NA	liting_miljodirektoratet	NA	V1	NA	NA	NA	NA	NA	NA	NA	NA
{01231911-0876-0101-2ABC-000000001068}	2018-08-13 11:59:59	NA	ANO0006	ANO0006_66	23435007081000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	V2-C-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/01231911-0876-0101-2abc-000000001068	liting_miljodirektoratet	NA	liting_miljodirektoratet	NA	V2	NA	NA	NA	NA	NA	NA	NA	NA
{6A82CBAF-BD0F-40EE-9ECD-679D064DA5D2}	2019-08-12 11:59:59	14:25	ANO0007	ANO0007_42	21145006491000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	overskyet,sol	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	0	0	0	0	NA	NA	NA	Høy vannstand	NA	NA	V10-C-1	Semi-naturlig våteng	intermediær våteng	NA	NA	NA	NA	NA	1	NA	1	0	0	ja	ntyp_E16	I kant til tjern, 25-30% av sirkel er L1.	NA	0	0	40	2	6	NA	NA	NA	NA	NA	NA	0	NA	NA	14:51	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/6a82cbaf-bd0f-40ee-9ecd-679d064da5d2	liting_miljodirektoratet	2019-08-16 10:25:40	liting_miljodirektoratet	2019-08-16 10:25:40	V10	NA	NA	NA	NA	NA	NA	NA	NA
{A07600EF-1B69-4F56-B5A8-0C34FE1B8E01}	2019-09-02 11:59:59	18:28	ANO0010	ANO0010_53	22135007017000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	sol	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	62	NA	NA	70	20	0	50	0	NA	NA	NA	NA	NA	V1-C-6	Åpen jordvannsmyr	litt kalkfattige og svakt intermediære myrkanter	NA	NA	NA	NA	1	2	NA	1	0	0	nei	NA	NA	NA	0	0	10	5	0	NA	NA	NA	NA	NA	NA	0	NA	Små planter av fjellbjørk i feltsjiktet.
	18:28	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/a07600ef-1b69-4f56-b5a8-0c34fe1b8e01	hansic_miljodirektoratet4	2019-09-02 21:05:21	hansic_miljodirektoratet4	2019-09-02 22:02:46	V1	NA	0.845126386957851	0.981427123787856	NA	0.989972207575988	NA	0.799459689909922	NA
{DEFCF2D7-2F86-401E-ACFB-674C8AA2260C}	2019-09-03 11:59:59	17:17	ANO0010	ANO0010_42	22135007017000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	sol,nedbør,vind	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	66	NA	NA	20	3	4	40	1	NA	NA	NA	NA	NA	V1-C-5	Åpen jordvannsmyr	svært og temmelig kalkfattige myrkanter	NA	NA	NA	NA	1	2	NA	1	0	0	nei	NA	30% fjellhei i sirkel	NA	0	0	3	1	0	NA	NA	NA	NA	NA	NA	0	NA	Kun fjellbjørk i vedplanter feltsjikt	17:17	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/defcf2d7-2f86-401e-acfb-674c8aa2260c	kridau_miljodirektoratet	2019-09-03 18:58:36	kridau_miljodirektoratet	2019-09-09 13:43:36	V1	NA	0.589398221356436	NA	0.539040878276916	NA	0.536978828080773	NA	0.599898595765871
{407934A3-5972-4C22-B993-58CA97C3FF4B}	2019-09-03 11:59:59	16:46	ANO0010	ANO0010_31	22135007017000	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	overskyet,opphold,vind	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	70	27	2	25	8	NA	NA	NA	NA	NA	V1-C-6	Åpen jordvannsmyr	litt kalkfattige og svakt intermediære myrkanter	NA	NA	NA	NA	1	2	NA	1	0	0	nei	NA	NA	NA	0	0	15	7	1	NA	NA	NA	NA	NA	NA	0	NA	NA	16:46	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/407934a3-5972-4c22-b993-58ca97c3ff4b	kridau_miljodirektoratet	2019-09-03 18:59:26	kridau_miljodirektoratet	2019-09-09 13:46:28	V1	NA	0.68018070774403	0.875261087934328	NA	NA	0.964279887813632	0.716659711237911	NA
{14CF9106-FE2B-4E03-B0DC-5AE32AFD1E7F}	2019-09-11 11:59:59	11:46	ANO0016	ANO0016_55	20485006950500	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	overskyet,vindstille,opphold	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	49.6	NA	NA	30	30	0	0.1	0	NA	NA	Orkidé i pose med smale blader. Bekk dekker 20.	NA	NA	V1-C-6	Åpen jordvannsmyr	litt kalkfattige og svakt intermediære myrkanter	NA	NA	NA	NA	1	1	NA	1	0	0	nei	NA	NA	NA	0	0	0.1	23	30	NA	NA	NA	NA	NA	NA	0	NA	NA	12:18	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/14cf9106-fe2b-4e03-b0dc-5ae32afd1e7f	heisol_miljodirektoratet	2019-09-11 17:16:20	heisol_miljodirektoratet	2019-10-02 07:10:16	V1	0.783096301184187	NA	0.503568126777611	NA	0.976398769722054	NA	NA	0.816743794608487
{63BEE88A-40F9-48C9-B7C7-82960DCA63E5}	2019-09-11 11:59:59	12:18	ANO0016	ANO0016_66	20485006950500	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	overskyet,opphold,vind	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	63.2	NA	NA	32	25	4	0.1	0	NA	NA	NA	NA	NA	V1-C-5	Åpen jordvannsmyr	svært og temmelig kalkfattige myrkanter	NA	NA	NA	NA	1	1	NA	1	0	0	nei	NA	På grensa mot hei.	NA	0	0	2	0.1	4	NA	NA	NA	NA	NA	NA	0	NA	NA	13:04	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/63bee88a-40f9-48c9-b7c7-82960dca63e5	heisol_miljodirektoratet	2019-09-11 17:16:49	heisol_miljodirektoratet	2019-10-01 22:59:09	V1	NA	0.562090407800535	0.48393736140758	NA	0.554492750117367	NA	0.809027879592521	NA
{0ED706D6-5AE6-47AF-A78F-6709C16A865B}	2019-09-09 11:59:59	16:29	ANO0016	ANO0016_51	20485006950500	ANO	https://nedlasting.miljodirektoratet.no/naturovervaking/ano_instruks.pdf	2019	Ole Einar Butli Hårstad	Miljødirektoratet, VAL/VMK	sol,opphold,vindstille	vaatmark	NA	NA	NA	NA	NA	NA	NA	NA	20.5	NA	NA	80	80	0	0.1	0	NA	NA	Kvein med kort slirehinne. Ikke hundekvein?	NA	NA	V1-C-6	Åpen jordvannsmyr	litt kalkfattige og svakt intermediære myrkanter	NA	NA	NA	NA	1	1	NA	1	0	0	nei	NA	NA	NA	0	0	0.1	0.1	20	NA	NA	NA	NA	NA	NA	0	NA	NA	16:45	https://nin-felles-test.miljodirektoratet.no/api/Overvaking/list/0ed706d6-5ae6-47af-a78f-6709c16a865b	heisol_miljodirektoratet	2019-09-11 17:17:43	heisol_miljodirektoratet	2019-10-01 22:59:01	V1	0.810056853123638	NA	0.778968208094966	NA	0.493289133961211	NA	0.675367142735678	NA
